date,year,month,day,totalPrecipMM,totalRainMM
2011-09-14,2011,9,14,5.7,0.0
2011-09-15,2011,9,15,1.9,0.0
2011-09-16,2011,9,16,0.0,0.0
2011-09-17,2011,9,17,0.0,0.0
2011-09-18,2011,9,18,0.0,0.0
2011-09-19,2011,9,19,26.9,0.0
2011-09-20,2011,9,20,0.0,0.0
2011-09-21,2011,9,21,1.3,0.0
2011-09-22,2011,9,22,0.0,0.0
2011-09-23,2011,9,23,15.9,0.0
2011-09-24,2011,9,24,0.0,0.0
2011-09-25,2011,9,25,0.0,0.0
2011-09-26,2011,9,26,33.5,0.0
2011-09-27,2011,9,27,4.1,0.0
2011-09-28,2011,9,28,0.0,0.0
2011-09-29,2011,9,29,6.0,0.0
2011-09-30,2011,9,30,7.8,0.0
2011-10-01,2011,10,1,0.0,0.0
2011-10-02,2011,10,2,4.1,0.0
2011-10-03,2011,10,3,4.8,0.0
2011-10-04,2011,10,4,0.0,0.0
2011-10-05,2011,10,5,0.0,0.0
2011-10-06,2011,10,6,0.0,0.0
2011-10-07,2011,10,7,0.0,0.0
2011-10-08,2011,10,8,0.0,0.0
2011-10-09,2011,10,9,0.0,0.0
2011-10-10,2011,10,10,0.0,0.0
2011-10-11,2011,10,11,0.0,0.0
2011-10-12,2011,10,12,11.2,0.0
2011-10-13,2011,10,13,11.9,0.0
2011-10-14,2011,10,14,19.6,0.0
2011-10-15,2011,10,15,3.9,0.0
2011-10-16,2011,10,16,1.0,0.0
2011-10-17,2011,10,17,0.0,0.0
2011-10-18,2011,10,18,0.8,0.0
2011-10-19,2011,10,19,22.4,0.0
2011-10-20,2011,10,20,11.5,0.0
2011-10-21,2011,10,21,0.0,0.0
2011-10-22,2011,10,22,0.0,0.0
2011-10-23,2011,10,23,0.0,0.0
2011-10-24,2011,10,24,0.0,0.0
2011-10-25,2011,10,25,4.8,0.0
2011-10-26,2011,10,26,1.9,0.0
2011-10-27,2011,10,27,0.0,0.0
2011-10-28,2011,10,28,0.0,0.0
2011-10-29,2011,10,29,0.0,0.0
2011-10-30,2011,10,30,0.0,0.0
2011-10-31,2011,10,31,1.7,0.0
2011-11-01,2011,11,1,0.1,0.0
2011-11-02,2011,11,2,0.0,0.0
2011-11-03,2011,11,3,0.0,0.0
2011-11-04,2011,11,4,0.0,0.0
2011-11-05,2011,11,5,0.0,0.0
2011-11-06,2011,11,6,0.0,0.0
2011-11-07,2011,11,7,0.1,0.1
2011-11-08,2011,11,8,0.0,0.0
2011-11-09,2011,11,9,5.45,2.2
2011-11-10,2011,11,10,0.0,0.0
2011-11-11,2011,11,11,0.4,0.0
2011-11-12,2011,11,12,0.0,0.0
2011-11-13,2011,11,13,0.0,0.0
2011-11-14,2011,11,14,9.600000000000001,4.7
2011-11-15,2011,11,15,0.0,0.0
2011-11-16,2011,11,16,0.0,0.0
2011-11-17,2011,11,17,0.1,0.0
2011-11-18,2011,11,18,0.0,0.0
2011-11-19,2011,11,19,0.0,0.0
2011-11-20,2011,11,20,0.0,0.0
2011-11-21,2011,11,21,0.0,0.0
2011-11-22,2011,11,22,15.75,10.05
2011-11-23,2011,11,23,4.4,0.0
2011-11-24,2011,11,24,0.1,0.0
2011-11-25,2011,11,25,0.0,0.0
2011-11-26,2011,11,26,2.0,2.0
2011-11-27,2011,11,27,20.75,9.9
2011-11-28,2011,11,28,14.4,10.9
2011-11-29,2011,11,29,47.3,19.65
2011-11-30,2011,11,30,2.5,0.0
2011-12-01,2011,12,1,0.4,0.0
2011-12-02,2011,12,2,0.95,0.0
2011-12-03,2011,12,3,0.0,0.0
2011-12-04,2011,12,4,21.6,11.7
2011-12-05,2011,12,5,23.549999999999997,12.7
2011-12-06,2011,12,6,1.15,0.0
2011-12-07,2011,12,7,0.0,0.0
2011-12-08,2011,12,8,0.9,0.0
2011-12-09,2011,12,9,1.3,0.0
2011-12-10,2011,12,10,0.0,0.0
2011-12-11,2011,12,11,0.0,0.0
2011-12-12,2011,12,12,0.0,0.0
2011-12-13,2011,12,13,0.0,0.0
2011-12-14,2011,12,14,11.8,6.7
2011-12-15,2011,12,15,10.45,4.7
2011-12-16,2011,12,16,2.7,0.0
2011-12-17,2011,12,17,1.9,0.0
2011-12-18,2011,12,18,0.8,0.0
2011-12-19,2011,12,19,0.0,0.0
2011-12-20,2011,12,20,0.1,0.1
2011-12-21,2011,12,21,3.55,2.6
2011-12-22,2011,12,22,2.75,1.1
2011-12-23,2011,12,23,0.0,0.0
2011-12-24,2011,12,24,0.1,0.0
2011-12-25,2011,12,25,0.55,0.2
2011-12-26,2011,12,26,0.1,0.0
2011-12-27,2011,12,27,13.100000000000001,3.3
2011-12-28,2011,12,28,2.25,0.0
2011-12-29,2011,12,29,4.3,0.0
2011-12-30,2011,12,30,9.7,4.9
2011-12-31,2011,12,31,0.55,0.0
2012-01-01,2012,1,1,7.550000000000001,2.9
2012-01-02,2012,1,2,10.25,0.0
2012-01-03,2012,1,3,6.4,0.0
2012-01-04,2012,1,4,0.0,0.0
2012-01-05,2012,1,5,0.0,0.0
2012-01-06,2012,1,6,0.0,0.0
2012-01-07,2012,1,7,0.0,0.0
2012-01-08,2012,1,8,0.0,0.0
2012-01-09,2012,1,9,0.0,0.0
2012-01-10,2012,1,10,0.0,0.0
2012-01-11,2012,1,11,2.4,2.1
2012-01-12,2012,1,12,3.95,0.3
2012-01-13,2012,1,13,3.95,0.0
2012-01-14,2012,1,14,0.8,0.0
2012-01-15,2012,1,15,0.0,0.0
2012-01-16,2012,1,16,7.95,4.5
2012-01-17,2012,1,17,8.850000000000001,3.65
2012-01-18,2012,1,18,0.2,0.0
2012-01-19,2012,1,19,4.05,0.0
2012-01-20,2012,1,20,2.55,0.0
2012-01-21,2012,1,21,0.1,0.0
2012-01-22,2012,1,22,0.0,0.0
2012-01-23,2012,1,23,8.7,4.6
2012-01-24,2012,1,24,0.1,0.0
2012-01-25,2012,1,25,0.8,0.0
2012-01-26,2012,1,26,5.3,3.8
2012-01-27,2012,1,27,3.95,0.0
2012-01-28,2012,1,28,2.95,0.0
2012-01-29,2012,1,29,5.35,0.0
2012-01-30,2012,1,30,2.7,0.0
2012-01-31,2012,1,31,0.0,0.0
2012-02-01,2012,2,1,0.0,0.0
2012-02-02,2012,2,2,0.0,0.0
2012-02-03,2012,2,3,0.1,0.0
2012-02-04,2012,2,4,0.0,0.0
2012-02-05,2012,2,5,0.0,0.0
2012-02-06,2012,2,6,0.0,0.0
2012-02-07,2012,2,7,0.1,0.0
2012-02-08,2012,2,8,0.0,0.0
2012-02-09,2012,2,9,0.0,0.0
2012-02-10,2012,2,10,3.6500000000000004,0.0
2012-02-11,2012,2,11,3.9,0.0
2012-02-12,2012,2,12,2.45,0.0
2012-02-13,2012,2,13,0.0,0.0
2012-02-14,2012,2,14,1.05,0.0
2012-02-15,2012,2,15,1.75,1.75
2012-02-16,2012,2,16,2.5,0.2
2012-02-17,2012,2,17,2.05,0.0
2012-02-18,2012,2,18,1.25,0.0
2012-02-19,2012,2,19,0.1,0.0
2012-02-20,2012,2,20,0.0,0.0
2012-02-21,2012,2,21,2.75,1.0
2012-02-22,2012,2,22,0.1,0.0
2012-02-23,2012,2,23,1.1,0.0
2012-02-24,2012,2,24,5.8,1.6
2012-02-25,2012,2,25,1.3,0.0
2012-02-26,2012,2,26,0.0,0.0
2012-02-27,2012,2,27,0.0,0.0
2012-02-28,2012,2,28,0.0,0.0
2012-02-29,2012,2,29,4.95,3.1
2012-03-01,2012,3,1,1.3666666666666665,0.0
2012-03-02,2012,3,2,8.700000000000001,5.066666666666666
2012-03-03,2012,3,3,0.3333333333333333,0.0
2012-03-04,2012,3,4,0.8666666666666667,0.0
2012-03-05,2012,3,5,0.0,0.0
2012-03-06,2012,3,6,0.0,0.0
2012-03-07,2012,3,7,0.0,0.0
2012-03-08,2012,3,8,4.033333333333334,1.8
2012-03-09,2012,3,9,0.3,0.0
2012-03-10,2012,3,10,0.06666666666666667,0.0
2012-03-11,2012,3,11,0.0,0.0
2012-03-12,2012,3,12,8.833333333333334,3.8000000000000003
2012-03-13,2012,3,13,1.3,0.0
2012-03-14,2012,3,14,0.06666666666666667,0.0
2012-03-15,2012,3,15,1.7666666666666666,1.0
2012-03-16,2012,3,16,0.06666666666666667,0.0
2012-03-17,2012,3,17,0.0,0.0
2012-03-18,2012,3,18,0.0,0.0
2012-03-19,2012,3,19,0.0,0.0
2012-03-20,2012,3,20,0.06666666666666667,0.0
2012-03-21,2012,3,21,0.0,0.0
2012-03-22,2012,3,22,0.0,0.0
2012-03-23,2012,3,23,0.4666666666666666,0.4666666666666666
2012-03-24,2012,3,24,0.7000000000000001,0.3333333333333333
2012-03-25,2012,3,25,0.0,0.0
2012-03-26,2012,3,26,0.06666666666666667,0.0
2012-03-27,2012,3,27,0.0,0.0
2012-03-28,2012,3,28,0.0,0.0
2012-03-29,2012,3,29,0.0,0.0
2012-03-30,2012,3,30,1.7333333333333334,0.7333333333333334
2012-03-31,2012,3,31,0.0,0.0
2012-04-01,2012,4,1,1.2,0.5333333333333333
2012-04-02,2012,4,2,0.0,0.0
2012-04-03,2012,4,3,0.0,0.0
2012-04-04,2012,4,4,0.0,0.0
2012-04-05,2012,4,5,0.0,0.0
2012-04-06,2012,4,6,0.0,0.0
2012-04-07,2012,4,7,0.06666666666666667,0.0
2012-04-08,2012,4,8,0.2333333333333333,0.13333333333333333
2012-04-09,2012,4,9,0.0,0.0
2012-04-10,2012,4,10,0.5,0.16666666666666666
2012-04-11,2012,4,11,0.16666666666666666,0.0
2012-04-12,2012,4,12,0.06666666666666667,0.0
2012-04-13,2012,4,13,0.0,0.0
2012-04-14,2012,4,14,0.3,0.13333333333333333
2012-04-15,2012,4,15,1.8666666666666665,0.0
2012-04-16,2012,4,16,0.0,0.0
2012-04-17,2012,4,17,0.06666666666666667,0.0
2012-04-18,2012,4,18,0.0,0.0
2012-04-19,2012,4,19,0.19999999999999998,0.0
2012-04-20,2012,4,20,1.7666666666666666,0.0
2012-04-21,2012,4,21,0.43333333333333335,0.0
2012-04-22,2012,4,22,0.0,0.0
2012-04-23,2012,4,23,0.0,0.0
2012-04-24,2012,4,24,0.6333333333333333,0.0
2012-04-25,2012,4,25,0.0,0.0
2012-04-26,2012,4,26,0.06666666666666667,0.0
2012-04-27,2012,4,27,0.0,0.0
2012-04-28,2012,4,28,0.0,0.0
2012-04-29,2012,4,29,0.0,0.0
2012-04-30,2012,4,30,3.966666666666667,0.0
2012-05-01,2012,5,1,0.1,0.0
2012-05-02,2012,5,2,0.0,0.0
2012-05-03,2012,5,3,5.1,0.0
2012-05-04,2012,5,4,0.4,0.0
2012-05-05,2012,5,5,0.0,0.0
2012-05-06,2012,5,6,0.0,0.0
2012-05-07,2012,5,7,1.3,0.0
2012-05-08,2012,5,8,3.7,0.0
2012-05-09,2012,5,9,0.1,0.0
2012-05-10,2012,5,10,0.0,0.0
2012-05-11,2012,5,11,0.0,0.0
2012-05-12,2012,5,12,0.3,0.0
2012-05-13,2012,5,13,0.15,0.0
2012-05-14,2012,5,14,0.0,0.0
2012-05-15,2012,5,15,0.0,0.0
2012-05-16,2012,5,16,0.85,0.0
2012-05-17,2012,5,17,0.0,0.0
2012-05-18,2012,5,18,0.0,0.0
2012-05-19,2012,5,19,0.0,0.0
2012-05-20,2012,5,20,0.0,0.0
2012-05-21,2012,5,21,0.0,0.0
2012-05-22,2012,5,22,0.0,0.0
2012-05-23,2012,5,23,0.0,0.0
2012-05-24,2012,5,24,0.0,0.0
2012-05-25,2012,5,25,0.0,0.0
2012-05-26,2012,5,26,0.0,0.0
2012-05-27,2012,5,27,2.1,0.0
2012-05-28,2012,5,28,0.0,0.0
2012-05-29,2012,5,29,2.0,0.0
2012-05-30,2012,5,30,0.1,0.0
2012-05-31,2012,5,31,0.0,0.0
2012-06-01,2012,6,1,19.8,0.0
2012-06-02,2012,6,2,1.75,0.0
2012-06-03,2012,6,3,1.35,0.0
2012-06-04,2012,6,4,2.85,0.0
2012-06-05,2012,6,5,0.0,0.0
2012-06-06,2012,6,6,0.0,0.0
2012-06-07,2012,6,7,0.0,0.0
2012-06-08,2012,6,8,0.0,0.0
2012-06-09,2012,6,9,1.25,0.0
2012-06-10,2012,6,10,0.0,0.0
2012-06-11,2012,6,11,0.4,0.0
2012-06-12,2012,6,12,0.95,0.0
2012-06-13,2012,6,13,0.0,0.0
2012-06-14,2012,6,14,0.0,0.0
2012-06-15,2012,6,15,0.0,0.0
2012-06-16,2012,6,16,0.0,0.0
2012-06-17,2012,6,17,2.55,0.0
2012-06-18,2012,6,18,0.0,0.0
2012-06-19,2012,6,19,0.0,0.0
2012-06-20,2012,6,20,0.0,0.0
2012-06-21,2012,6,21,12.9,0.0
2012-06-22,2012,6,22,0.0,0.0
2012-06-23,2012,6,23,0.0,0.0
2012-06-24,2012,6,24,0.5,0.0
2012-06-25,2012,6,25,0.0,0.0
2012-06-26,2012,6,26,0.0,0.0
2012-06-27,2012,6,27,0.0,0.0
2012-06-28,2012,6,28,0.0,0.0
2012-06-29,2012,6,29,0.0,0.0
2012-06-30,2012,6,30,0.0,0.0
2012-07-01,2012,7,1,0.0,0.0
2012-07-02,2012,7,2,0.0,0.0
2012-07-03,2012,7,3,1.35,0.0
2012-07-04,2012,7,4,5.95,0.0
2012-07-05,2012,7,5,0.0,0.0
2012-07-06,2012,7,6,0.0,0.0
2012-07-07,2012,7,7,0.0,0.0
2012-07-08,2012,7,8,0.0,0.0
2012-07-09,2012,7,9,0.0,0.0
2012-07-10,2012,7,10,0.0,0.0
2012-07-11,2012,7,11,0.0,0.0
2012-07-12,2012,7,12,0.0,0.0
2012-07-13,2012,7,13,0.0,0.0
2012-07-14,2012,7,14,0.0,0.0
2012-07-15,2012,7,15,1.55,0.0
2012-07-16,2012,7,16,0.0,0.0
2012-07-17,2012,7,17,0.0,0.0
2012-07-18,2012,7,18,0.0,0.0
2012-07-19,2012,7,19,0.4,0.0
2012-07-20,2012,7,20,1.0,0.0
2012-07-21,2012,7,21,0.0,0.0
2012-07-22,2012,7,22,0.0,0.0
2012-07-23,2012,7,23,0.0,0.0
2012-07-24,2012,7,24,0.0,0.0
2012-07-25,2012,7,25,0.0,0.0
2012-07-26,2012,7,26,4.85,0.0
2012-07-27,2012,7,27,5.75,0.0
2012-07-28,2012,7,28,0.45,0.0
2012-07-29,2012,7,29,0.0,0.0
2012-07-30,2012,7,30,0.0,0.0
2012-07-31,2012,7,31,0.1,0.0
2012-08-01,2012,8,1,0.0,0.0
2012-08-02,2012,8,2,0.0,0.0
2012-08-03,2012,8,3,0.0,0.0
2012-08-04,2012,8,4,0.0,0.0
2012-08-05,2012,8,5,0.9,0.0
2012-08-06,2012,8,6,0.0,0.0
2012-08-07,2012,8,7,0.0,0.0
2012-08-08,2012,8,8,0.0,0.0
2012-08-09,2012,8,9,2.8,0.0
2012-08-10,2012,8,10,11.15,0.0
2012-08-11,2012,8,11,3.4,0.0
2012-08-12,2012,8,12,3.1,0.0
2012-08-13,2012,8,13,0.45,0.0
2012-08-14,2012,8,14,7.45,0.0
2012-08-15,2012,8,15,0.0,0.0
2012-08-16,2012,8,16,0.0,0.0
2012-08-17,2012,8,17,0.7,0.0
2012-08-18,2012,8,18,0.0,0.0
2012-08-19,2012,8,19,0.0,0.0
2012-08-20,2012,8,20,0.0,0.0
2012-08-21,2012,8,21,0.0,0.0
2012-08-22,2012,8,22,0.0,0.0
2012-08-23,2012,8,23,0.0,0.0
2012-08-24,2012,8,24,0.0,0.0
2012-08-25,2012,8,25,0.0,0.0
2012-08-26,2012,8,26,0.0,0.0
2012-08-27,2012,8,27,0.55,0.0
2012-08-28,2012,8,28,0.0,0.0
2012-08-29,2012,8,29,0.0,0.0
2012-08-30,2012,8,30,0.0,0.0
2012-08-31,2012,8,31,0.0,0.0
2012-09-01,2012,9,1,0.0,0.0
2012-09-02,2012,9,2,0.0,0.0
2012-09-03,2012,9,3,0.0,0.0
2012-09-04,2012,9,4,6.3,0.0
2012-09-05,2012,9,5,0.0,0.0
2012-09-06,2012,9,6,0.0,0.0
2012-09-07,2012,9,7,3.2,0.0
2012-09-08,2012,9,8,10.9,0.0
2012-09-09,2012,9,9,0.4,0.0
2012-09-10,2012,9,10,0.0,0.0
2012-09-11,2012,9,11,0.0,0.0
2012-09-12,2012,9,12,0.0,0.0
2012-09-13,2012,9,13,0.0,0.0
2012-09-14,2012,9,14,4.4,0.0
2012-09-15,2012,9,15,0.0,0.0
2012-09-16,2012,9,16,0.0,0.0
2012-09-17,2012,9,17,0.0,0.0
2012-09-18,2012,9,18,13.2,0.0
2012-09-19,2012,9,19,0.1,0.0
2012-09-20,2012,9,20,1.5,0.0
2012-09-21,2012,9,21,3.15,0.0
2012-09-22,2012,9,22,1.05,0.0
2012-09-23,2012,9,23,0.0,0.0
2012-09-24,2012,9,24,0.0,0.0
2012-09-25,2012,9,25,0.0,0.0
2012-09-26,2012,9,26,0.0,0.0
2012-09-27,2012,9,27,0.0,0.0
2012-09-28,2012,9,28,0.0,0.0
2012-09-29,2012,9,29,2.95,0.0
2012-09-30,2012,9,30,0.1,0.0
2012-10-01,2012,10,1,0.0,0.0
2012-10-02,2012,10,2,0.0,0.0
2012-10-03,2012,10,3,0.4,0.0
2012-10-04,2012,10,4,0.0,0.0
2012-10-05,2012,10,5,3.7,0.0
2012-10-06,2012,10,6,0.1,0.0
2012-10-07,2012,10,7,0.0,0.0
2012-10-08,2012,10,8,0.0,0.0
2012-10-09,2012,10,9,0.0,0.0
2012-10-10,2012,10,10,1.7,0.0
2012-10-11,2012,10,11,0.25,0.0
2012-10-12,2012,10,12,0.65,0.0
2012-10-13,2012,10,13,4.95,0.0
2012-10-14,2012,10,14,2.3,0.0
2012-10-15,2012,10,15,0.65,0.0
2012-10-16,2012,10,16,0.0,0.0
2012-10-17,2012,10,17,2.0,0.0
2012-10-18,2012,10,18,0.6,0.0
2012-10-19,2012,10,19,4.8,0.0
2012-10-20,2012,10,20,2.1,0.0
2012-10-21,2012,10,21,0.1,0.0
2012-10-22,2012,10,22,0.6,0.0
2012-10-23,2012,10,23,3.2,0.0
2012-10-24,2012,10,24,0.15,0.0
2012-10-25,2012,10,25,0.0,0.0
2012-10-26,2012,10,26,8.8,0.0
2012-10-27,2012,10,27,8.65,0.0
2012-10-28,2012,10,28,2.85,0.0
2012-10-29,2012,10,29,7.4,0.0
2012-10-30,2012,10,30,1.75,0.0
2012-10-31,2012,10,31,2.0,0.0
2012-11-01,2012,11,1,1.5999999999999999,0.7999999999999999
2012-11-02,2012,11,2,0.6666666666666666,0.26666666666666666
2012-11-03,2012,11,3,0.16666666666666666,0.16666666666666666
2012-11-04,2012,11,4,0.0,0.0
2012-11-05,2012,11,5,0.06666666666666667,0.0
2012-11-06,2012,11,6,0.0,0.0
2012-11-07,2012,11,7,0.0,0.0
2012-11-08,2012,11,8,0.0,0.0
2012-11-09,2012,11,9,0.0,0.0
2012-11-10,2012,11,10,0.0,0.0
2012-11-11,2012,11,11,0.0,0.0
2012-11-12,2012,11,12,5.599999999999999,2.9
2012-11-13,2012,11,13,0.0,0.0
2012-11-14,2012,11,14,0.06666666666666667,0.0
2012-11-15,2012,11,15,0.0,0.0
2012-11-16,2012,11,16,0.0,0.0
2012-11-17,2012,11,17,0.0,0.0
2012-11-18,2012,11,18,0.0,0.0
2012-11-19,2012,11,19,0.0,0.0
2012-11-20,2012,11,20,0.0,0.0
2012-11-21,2012,11,21,0.0,0.0
2012-11-22,2012,11,22,0.9333333333333332,0.9333333333333332
2012-11-23,2012,11,23,1.2333333333333334,0.0
2012-11-24,2012,11,24,0.3333333333333333,0.0
2012-11-25,2012,11,25,0.8333333333333334,0.0
2012-11-26,2012,11,26,0.0,0.0
2012-11-27,2012,11,27,0.0,0.0
2012-11-28,2012,11,28,0.0,0.0
2012-11-29,2012,11,29,0.0,0.0
2012-11-30,2012,11,30,0.19999999999999998,0.0
2012-12-01,2012,12,1,2.066666666666667,2.066666666666667
2012-12-02,2012,12,2,6.5,2.3333333333333335
2012-12-03,2012,12,3,0.0,0.0
2012-12-04,2012,12,4,5.233333333333333,2.766666666666667
2012-12-05,2012,12,5,0.06666666666666667,0.0
2012-12-06,2012,12,6,0.0,0.0
2012-12-07,2012,12,7,0.9333333333333335,0.7333333333333334
2012-12-08,2012,12,8,1.3333333333333333,0.6666666666666666
2012-12-09,2012,12,9,2.966666666666667,1.9333333333333333
2012-12-10,2012,12,10,1.6000000000000003,0.26666666666666666
2012-12-11,2012,12,11,0.13333333333333333,0.0
2012-12-12,2012,12,12,0.0,0.0
2012-12-13,2012,12,13,0.0,0.0
2012-12-14,2012,12,14,0.0,0.0
2012-12-15,2012,12,15,1.8333333333333333,1.8333333333333333
2012-12-16,2012,12,16,3.8333333333333335,0.9
2012-12-17,2012,12,17,0.0,0.0
2012-12-18,2012,12,18,1.0666666666666667,0.7000000000000001
2012-12-19,2012,12,19,0.2333333333333333,0.2333333333333333
2012-12-20,2012,12,20,12.200000000000001,5.366666666666667
2012-12-21,2012,12,21,2.8666666666666667,0.0
2012-12-22,2012,12,22,0.0,0.0
2012-12-23,2012,12,23,0.0,0.0
2012-12-24,2012,12,24,0.43333333333333335,0.0
2012-12-25,2012,12,25,0.0,0.0
2012-12-26,2012,12,26,5.1000000000000005,0.0
2012-12-27,2012,12,27,0.7000000000000001,0.0
2012-12-28,2012,12,28,0.19999999999999998,0.0
2012-12-29,2012,12,29,2.433333333333333,0.0
2012-12-30,2012,12,30,0.0,0.0
2012-12-31,2012,12,31,0.0,0.0
2013-01-01,2013,1,1,0.13333333333333333,0.0
2013-01-02,2013,1,2,0.0,0.0
2013-01-03,2013,1,3,0.0,0.0
2013-01-04,2013,1,4,0.0,0.0
2013-01-05,2013,1,5,0.6,0.0
2013-01-06,2013,1,6,0.9,0.0
2013-01-07,2013,1,7,0.0,0.0
2013-01-08,2013,1,8,0.0,0.0
2013-01-09,2013,1,9,0.0,0.0
2013-01-10,2013,1,10,1.7333333333333334,1.7333333333333334
2013-01-11,2013,1,11,6.133333333333333,2.5
2013-01-12,2013,1,12,8.133333333333333,8.066666666666666
2013-01-13,2013,1,13,10.033333333333333,1.2
2013-01-14,2013,1,14,0.06666666666666667,0.0
2013-01-15,2013,1,15,0.0,0.0
2013-01-16,2013,1,16,0.0,0.0
2013-01-17,2013,1,17,0.0,0.0
2013-01-18,2013,1,18,0.0,0.0
2013-01-19,2013,1,19,0.09999999999999999,0.0
2013-01-20,2013,1,20,0.06666666666666667,0.0
2013-01-21,2013,1,21,0.3666666666666667,0.0
2013-01-22,2013,1,22,0.5,0.0
2013-01-23,2013,1,23,1.1,0.0
2013-01-24,2013,1,24,0.3333333333333333,0.0
2013-01-25,2013,1,25,1.6333333333333335,0.0
2013-01-26,2013,1,26,0.0,0.0
2013-01-27,2013,1,27,3.1,0.0
2013-01-28,2013,1,28,6.466666666666666,2.1666666666666665
2013-01-29,2013,1,29,25.03333333333333,12.1
2013-01-30,2013,1,30,4.1000000000000005,2.2666666666666666
2013-01-31,2013,1,31,1.7333333333333332,0.0
2013-02-01,2013,2,1,0.39999999999999997,0.0
2013-02-02,2013,2,2,1.4333333333333336,0.0
2013-02-03,2013,2,3,0.0,0.0
2013-02-04,2013,2,4,0.3666666666666667,0.0
2013-02-05,2013,2,5,0.5,0.0
2013-02-06,2013,2,6,0.06666666666666667,0.0
2013-02-07,2013,2,7,3.0666666666666664,0.0
2013-02-08,2013,2,8,8.766666666666666,0.0
2013-02-09,2013,2,9,0.06666666666666667,0.0
2013-02-10,2013,2,10,1.4333333333333333,1.1333333333333333
2013-02-11,2013,2,11,1.3,0.4666666666666666
2013-02-12,2013,2,12,0.0,0.0
2013-02-13,2013,2,13,0.06666666666666667,0.0
2013-02-14,2013,2,14,2.5,0.19999999999999998
2013-02-15,2013,2,15,0.13333333333333333,0.0
2013-02-16,2013,2,16,0.19999999999999998,0.0
2013-02-17,2013,2,17,0.19999999999999998,0.0
2013-02-18,2013,2,18,4.666666666666667,4.666666666666667
2013-02-19,2013,2,19,6.599999999999999,0.3333333333333333
2013-02-20,2013,2,20,1.0333333333333334,0.0
2013-02-21,2013,2,21,0.13333333333333333,0.0
2013-02-22,2013,2,22,1.8,0.0
2013-02-23,2013,2,23,0.5333333333333333,0.0
2013-02-24,2013,2,24,0.19999999999999998,0.0
2013-02-25,2013,2,25,0.0,0.0
2013-02-26,2013,2,26,8.566666666666668,2.9333333333333336
2013-02-27,2013,2,27,4.2,0.0
2013-02-28,2013,2,28,1.1333333333333333,0.0
2013-03-01,2013,3,1,0.0,0.0
2013-03-02,2013,3,2,0.06666666666666667,0.0
2013-03-03,2013,3,3,0.0,0.0
2013-03-04,2013,3,4,0.0,0.0
2013-03-05,2013,3,5,0.0,0.0
2013-03-06,2013,3,6,0.0,0.0
2013-03-07,2013,3,7,0.3333333333333333,0.0
2013-03-08,2013,3,8,0.0,0.0
2013-03-09,2013,3,9,0.06666666666666667,0.0
2013-03-10,2013,3,10,1.3333333333333333,1.3333333333333333
2013-03-11,2013,3,11,14.233333333333334,6.466666666666666
2013-03-12,2013,3,12,1.4000000000000001,0.0
2013-03-13,2013,3,13,0.9333333333333335,0.0
2013-03-14,2013,3,14,0.0,0.0
2013-03-15,2013,3,15,0.9666666666666667,0.0
2013-03-16,2013,3,16,0.9,0.0
2013-03-17,2013,3,17,0.2333333333333333,0.0
2013-03-18,2013,3,18,2.1666666666666665,0.8666666666666667
2013-03-19,2013,3,19,2.8000000000000003,0.0
2013-03-20,2013,3,20,0.06666666666666667,0.0
2013-03-21,2013,3,21,1.4333333333333333,0.0
2013-03-22,2013,3,22,0.06666666666666667,0.0
2013-03-23,2013,3,23,0.0,0.0
2013-03-24,2013,3,24,0.06666666666666667,0.0
2013-03-25,2013,3,25,0.9333333333333332,0.0
2013-03-26,2013,3,26,0.0,0.0
2013-03-27,2013,3,27,0.26666666666666666,0.0
2013-03-28,2013,3,28,0.0,0.0
2013-03-29,2013,3,29,0.06666666666666667,0.0
2013-03-30,2013,3,30,0.0,0.0
2013-03-31,2013,3,31,1.3333333333333333,0.9
2013-04-01,2013,4,1,0.43333333333333335,0.0
2013-04-02,2013,4,2,0.0,0.0
2013-04-03,2013,4,3,0.2333333333333333,0.0
2013-04-04,2013,4,4,0.0,0.0
2013-04-05,2013,4,5,0.0,0.0
2013-04-06,2013,4,6,0.0,0.0
2013-04-07,2013,4,7,0.0,0.0
2013-04-08,2013,4,8,6.1000000000000005,3.3333333333333335
2013-04-09,2013,4,9,12.133333333333333,0.0
2013-04-10,2013,4,10,12.466666666666667,5.666666666666667
2013-04-11,2013,4,11,9.233333333333333,5.5
2013-04-12,2013,4,12,7.2,2.733333333333333
2013-04-13,2013,4,13,0.2333333333333333,0.13333333333333333
2013-04-14,2013,4,14,0.0,0.0
2013-04-15,2013,4,15,0.0,0.0
2013-04-16,2013,4,16,0.8333333333333334,0.0
2013-04-17,2013,4,17,2.6999999999999997,0.0
2013-04-18,2013,4,18,1.7666666666666666,0.0
2013-04-19,2013,4,19,1.3,0.0
2013-04-20,2013,4,20,0.5,0.0
2013-04-21,2013,4,21,0.0,0.0
2013-04-22,2013,4,22,0.0,0.0
2013-04-23,2013,4,23,0.0,0.0
2013-04-24,2013,4,24,3.233333333333333,0.0
2013-04-25,2013,4,25,1.5666666666666667,0.0
2013-04-26,2013,4,26,0.0,0.0
2013-04-27,2013,4,27,0.0,0.0
2013-04-28,2013,4,28,3.6,0.0
2013-04-29,2013,4,29,0.0,0.0
2013-04-30,2013,4,30,0.0,0.0
2013-05-01,2013,5,1,0.0,0.0
2013-05-02,2013,5,2,0.0,0.0
2013-05-03,2013,5,3,0.0,0.0
